Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/07  14:00:00,33938654.276696935,33938654.276696935,0.0 
 01/07  15:00:00,31341634.50946802,31341634.50946802,0.0 
 01/07  16:00:00,33436858.325479962,33436858.325479966,0.0 
 01/07  17:00:00,36071916.851819284,36071916.851819284,0.0 
 01/07  18:00:00,38436612.482493326,38436612.482493326,0.0 
 01/07  19:00:00,35863033.52084939,35863033.520849384,472954.8994785253 
 01/07  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/07  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/07  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/07  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/07  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/08  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/08  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/08  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/08  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/08  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/08  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/08  07:00:00,32844973.78349841,32844973.78349841,792047.8520991148 
 01/08  08:00:00,32361125.73186147,32361125.731861472,0.0 
 01/08  09:00:00,32448607.15087312,32448607.150873132,0.0 
 01/08  10:00:00,31011079.172896314,31011079.172896322,0.0 
 01/08  11:00:00,29425479.0246202,29425479.0246202,0.0 
 01/08  12:00:00,29717588.48918248,29717588.489182487,0.0 
 01/08  13:00:00,27090430.310566094,27090430.310566097,0.0 
 01/08  14:00:00,29299327.387582242,29299327.387582242,0.0 
 01/08  15:00:00,28310333.526823297,28310333.5268233,0.0 
 01/08  16:00:00,29464117.229454584,29464117.229454592,0.0 
 01/08  17:00:00,30922201.77420434,30922201.774204347,0.0 
 01/08  18:00:00,25994453.235273067,25994453.23527307,0.0 
 01/08  19:00:00,21659680.667564705,21659680.667564705,0.0 
 01/08  20:00:00,9983935.254119202,9983935.254119204,0.0 
 01/08  21:00:00,8999331.820964705,8999331.820964705,0.0 
 01/08  22:00:00,8999331.820964705,8999331.820964705,0.0 
 01/08  23:00:00,8113188.731125657,8113188.731125657,0.0 
 01/08  24:00:00,6365454.451684226,6365454.451684226,0.0 
 01/09  01:00:00,8569604.825749658,8569604.82574966,0.0 
 01/09  02:00:00,8794604.825749658,8794604.82574966,0.0 
 01/09  03:00:00,8569604.825749658,8569604.82574966,0.0 
 01/09  04:00:00,8569604.825749658,8569604.82574966,0.0 
 01/09  05:00:00,8569604.825749658,8569604.82574966,0.0 
 01/09  06:00:00,8794604.825749658,8794604.82574966,0.0 
 01/09  07:00:00,26233429.439778417,26233429.439778417,0.0 
 01/09  08:00:00,27982449.312615745,27982449.312615745,0.0 
 01/09  09:00:00,30574690.91760138,30574690.917601384,0.0 
 01/09  10:00:00,29536359.539977707,29536359.53997771,0.0 
 01/09  11:00:00,28522124.203742363,28522124.203742366,0.0 
 01/09  12:00:00,29938545.82995033,29938545.829950336,0.0 
 01/09  13:00:00,26642000.821630538,26642000.821630545,0.0 
 01/09  14:00:00,30500248.85185042,30500248.85185042,0.0 
 01/09  15:00:00,29764532.82623807,29764532.82623807,0.0 
 01/09  16:00:00,31050417.470480233,31050417.470480233,0.0 
